chr,en,num_words
"ᎠᏎᏃ ᏰᎵᏉ ᏂᏗᎦᎵᏍᏔᏂ, ᏱᎬᏍᏕᎸᎭ.”","But with me helping you, it can be done.”",9
ᎢᏣᎵᎮᎵᎨᏍᏗ ᏂᎪᎯᎸᎢ;,Rejoice always;,2
ᎤᏆᏙᏓ.,Fungus,1
"ᏴᏫᏰᏃ ᎤᏪᏥ ᏧᎷᏥᎸ ᎥᏝ ᏴᏫ ᏓᏅᏅ Ᏹ-ᏚᏛᏔᏂᎸ, ᏚᏍᏕᎸᎯᎸᏉᏍᎩᏂ. ᏅᏩᏓᎴᏃ Ꮧ-ᎦᏚᎲ ᏭᏂᎶᏎᎢ.",And they went to another village.,6
“ᎤᏅᏗ ᏧᎾᏦᏴᏍᏗ ᎬᏗ ᏓᏥᏯᏬᎢ.,“A buttermilk bath.,3
ᎠᏎᏃ ᎦᏳᎳ ᏂᎫᏩᏕᎶᎰᏒ ᏂᎨᏎ ᏲᎾ ᏚᎷᏫᏍᏔᏁᎲ ᏤᎩᏏᏂ.,But Bear had seen Jackson at work.,7
“ᎭᏗ ᎪᎱᏍᏗ” ᎤᏛᏁ ᏌᎳᏓ.,"“Nothing,” said Charlotte.",3
"ᎠᏎᏃ, ᎨᏍᏗ ᎪᎱᏍᏗ ᏱᎪᎯᏳᏗ.",“But that proves nothing.,4
"ᎡᏝᏪᎯ ᏯᎵᏖᎸᎮᏍᎬᎾ, ᏃᎴ ᎦᏲᏟᎨ ᎦᏬᏂᏍᎨ.","So she sat quite still, and talked less than usual.",10
ᏙᎯᏉ ᎨᏎᏍᏗ.”,“Just keep calm.”,3
ᎠᎾᏗᏍᎪᏃ ᎠᏂᏴᏫ ᎤᏟᏍᏗ ᎤᎾᏕᎶᏆᎡ ᏣᎳᎩ ᎤᏃᏪᎶᏗ.,"The people, they say, learned the Cherokee letters quickly.",9
ᏓᏗᏍᏆᏂᎪᏔᏂᏍᎪ ᎤᏲᏦᏅ ᎡᎶᎯ?,How to save the broken fragments of the world?,9
“ᎤᎾᏛᏁᎸᏗ ᎠᏆᏚᎵ ᎠᏇᏅᏍᏗ.”,“I want to go out on the midway.”,8
"ᎨᏍᏗ ᏂᎦᏓ ᏍᎩᎾᎾ ᏱᏃᏣᏛᏁᎰ, ᎠᏆᏛᏅ.","Not all of us do, I said.",7
"”ᎠᏆᏓᏅᏖᏗ ᏄᏍᏛ ᏂᎦᏪᏍᎬ ᏲᎾ ᎤᏤᏍᏙ,” ᎤᏛᏁ.","“I worry about Fern,” she said.",6
"”ᎠᏯᏗ ᎠᏆᎵᏖᎸᏂᏍᏗ ᎤᏍᏆᎸᎭ,” ᎤᏛᏁ ᏲᎾ ᎤᏤᏍᏙ.","“It's my turn,” said Fern.",5
ᎢᏧᎳ ᎨᏎᎢ ᏌᎳᏓ.,Charlotte was both.,3
“ᏤᏍᏗ ᎤᏲ ᎠᏲᏟ ᎢᏳᏍᏗ ᏱᏣᏤᎸᎮᏍᏗ!”,“Stop acting like a spoiled child!”,6
"“ᎨᏍᏗ ᎩᎶ ᏱᎪᎵᎦ,” ᎤᏛᏁ ᎦᏂᎦᏔ ᎡᎹᏂᏓ, ᎤᏓᏅᏖᏙᏗ ᎤᏛᎸᎮ.","“None of us do,” said Dr. Dorian, sighing.",8
ᏃᎴ ᏍᏉ ᏕᎦᏅᏙᎬ.,So were her teeth.,4
ᏔᎵ ᎢᏳᏩᎬᏘ ᏂᎬᎴᎢ ᎠᏰᎸᎢ ᎤᏬᏘᏒ ᏥᏍᏕᏥ.,The rat was swollen to twice his normal size.,9
ᏎᎦᏨ ᎤᏓᏅᏖᎴ ᎠᏎ ᎤᏬᏂᎯᏍᏗ ᎨᏎᏍᏗ.,Finally he decided he would have to speak up.,9
ᎤᏗᎴᎩ ᎢᎦ ᎨᏎᎢ.,The day was hot.,4
"“ᎤᏙᎯᏳᏛ,” ᎤᏛᏅ Michael, “ᎡᎵᏊ ᏱᏣᎷᎦ ᎥᏍᎩ ᏱᏣᏛᏁᎸ.”","“I know,” he said; “she’d kill you if you did.”",10
ᎩᎳᏈᏴ ᎤᏓᏅᏖᎴ.,All of a sudden she had an idea.,8
ᎤᏂᎩᏎ ᏓᏆᎴᎳ ᎠᏌᏅᏙᏗ.,The truck began to move ahead.,6
"ᎢᏳᏃ ᏍᎩᎨᏳᎢᏳ ᎨᏎᏍᏗ, ᎢᏥᏍᏆᏂᎪᏓ ᎠᏆᏤᎵ ᏗᎧᎿᏩᏛᏍᏗ;","If ye love me, ye will keep my commandments.",9
"ᏍᎩᏃ ᏂᎨᎵᏍᎬ, ᎤᏛᏅ ᎠᏌᎻᏓ.","Something along those lines, Smith said.",6
ᎠᏴ ᏉᎳ ᎠᏆᏓᏲᎵᏍᏗ ᎨᏒ ᎠᏋᏒ ᎠᏉᏰᏂ ᎠᏋᏔᏅᎯ ᎠᏉᏪᎳᏅᎯ.,The salutation of me Paul with mine own hand.,9
ᏲᎾ ᎤᏤᏍᏙ ᎤᏩᏗ ᏭᏌᏕ.,Mr. Arable set the carton down at Fern’s place.,9
ᎤᎾᏓᏓᏍᎩᏌᎲ ᎠᏂᎦᏲᏟ ᏴᏫ ᏓᎾᏟᏃᎮᏍᎬ.,People sat in small groups talking.,6
"ᎠᏰᎵ ᎢᏳᏪᏅᏍᏗ ᎠᎬᏱ ᏯᎧᎸᎬᎾ, ᎤᏰᏤ ᏫᎵᎻ ᏃᎴ ᎤᏛᎦᏍᏔᏁᎢ.","About half an hour before dawn, Wilbur woke and listened.",10
ᎤᏦᏱᎴ.,He began to cry.,4
ᎢᏳᏍᏗᏉ ᎬᏍᏕᎸᏗ ᏱᎩ.,Anything to oblige.”,3
"“ᎭᏩ,” ᎤᏛᏁ ᏩᎭᏯ","Okay, said Wolf.",3
ᏂᎦᏓ ᎠᏲᏣᏃᎲᏍᎬ.,I could feel everything falling apart.,6
“ᏃᏉ ᎩᏅᎪᎢ!” ᎤᏪᎷᏁ ᎪᏱᏁᎢ.,“Come out at once!” cried Mrs. Arable.,7
“ᎣᏍᏓ ᏑᎾᎴ ᎠᎵᏍᏔᏴᏗ.”,“He'll make a perfect breakfast for me.”,7
ᏧᎵᏨᏯᏍᏗ ᎤᏟᎳ ᏓᏘᏁᎬ ᏧᏤᎵ ᎠᏂᏴᏫ.,He must have fought bravely and led his people well.,10
ᎤᏙᎯᏳ ᎣᏍᏓ ᏏᏆ!”,That's some pig!”,3
"ᎩᏓᏟᏅᏯ ᎤᏓᎵ ᎯᏅᏁᎸᎲ, ᎠᏆᏛᏅ.","Please present this to Mrs. Featherstone, I said.",8
"ᏓᏏᎳᏛ ᏫᏗᎬᏅ ᎨᏎᎢ, ᎠᎳᏂ.","They were actually part of the web, Edith.",8
"ᎦᏙᏃ ᎤᏰᎸᏗ ᎥᎬᏅᎢ, ᎠᏎᏃ?","After all, what’s a life, anyway?",6
“ᏙᎢᏳᏍᏗ ᎤᏰᎸᏗ “ᎠᎦᏍᎦᏃᎸᏍᎦᏈ?,“What does ‘languishing’ mean?”,4
"ᏔᏕᏲᎲᏍᎩ, ᎦᏙ ᎤᏍᏗ ᎤᏟ ᎦᎸᏉᏗᏳ ᎤᎵᏁᏨ ᏗᎧᎿᏩᏛᏍᏗ?","Teacher, which is the great commandment in the law?",9
"ᏦᎳᏂ ᎡᎳᏗᏣ, ᎧᏅᏑᎸ ᎦᎸᎳᏗᏣ ᎪᎯᏓ ᏫᏓᎧᏁᎢ.","He examined the window ledge, stared up at the ceiling.",10
VII. ᎤᏲ ᎧᏃᎮᏓ,VII. Bad News,3
"ᎢᏣᏓᏙᎵᏍᏗᏍᎬ ᎬᏩᎫᏗᏗᏎᏍᏗ, ᎠᎴ ᎾᎿ ᎢᏥᏯᏫᏍᎨᏍᏗ ᎤᎵᏠᏯᏍᏕᏍᏗ ᎠᎵᎮᎵᏍᏗ ᎨᏒᎢ;","Continue stedfastly in prayer, watching therein with thanksgiving;",8
”ᎡᎵᏍᏗ ᎣᏏ ᎠᎩᏰᎸ.”,"“That is, I guess I like it.”",7
ᏂᎯᏍᎩᏂ ᎯᏃᎮᏍᎨᏍᏗ ᎾᏍᎩ ᎣᏍᏛ ᏗᏕᏲᏗ ᎨᏒ ᎤᎵᎶᎲᏍᎩ;,But speak thou the things which befit the sound doctrine:,10
“ᎦᏍᎩᎶᎩ ᎤᏤᎵ ᏫᏌᏗᎦ!” ᎤᏛᏁ ᎪᏱᏁᎢ.,“Put it on her chair!” said Mrs. Arable.,8
“ᎤᏔᎷᎩᏍᎩ ᏍᎩᎾᎾ ᏏᏆ.”,“That pig is radiant.”,4
ᏫᎵᎻ ᎦᏟᎮ ᎧᏁᏍᎬ.,Wilbur lay asleep in the straw.,6
ᎤᏒᏃ ᏄᎵᏍᏔᏅ ᎤᏄᎪᏤ ᎦᏚᎲᎢ.,And every evening he went forth out of the city.,10
ᎤᏙᎯᏳ ᏭᎶᏒᏍᏛ ᎦᏓᎭ ᎤᏂᎶᏅᎮᎸ.,What people don't think of!”,5
ᎦᏲᏟᎨ ᎠᎵᏒᎢᏍᏙᏗ ᏂᎦᏓ ᎤᎾᏨᏓ ᏓᏥᏍᏛ ᏑᎾᎴ.,You smell less of everybody’s chamberpots in the morning.,9
ᎤᎵᎪᎲᏍᏗ ᎢᎦ ᏓᏛᏍᏆᎶᏥ ᏃᎴ ᏛᏴᏣᏗ.,These autumn days will shorten and grow cold.,8
ᎠᏂᎦᏓᏁ ᏄᎾᎵᏍᏔᏁᎢ.,They got soaking wet.,4
“ᎨᏍᏗ ᏱᏗᎬᏕᏥ ᏨᏌ ᏣᎵᏬᎢᏍᏗ.,“I won’t leave you here alone to die.,8
ᎢᏥᎧᎵᏣᎪᎦ ᏗᏥᏙᏓ ᎤᎾᏟᎶᎥᎢ.,Fill ye up then the measure of your fathers.,9
ᎭᏓᏅᏖᏍᎪᎢᏧ ᎭᎾ ᏗᏓᎴᎲᏍᎬ ᎦᏓ?,Do you wonder where soil comes from?,7
“ᎨᏍᏗ ᎬᏕᏘᏱᎩ.,“There's no denying that.,4
ᎨᏍᏗ ᏯᏓᏁᏝᏍᎨ ᎠᎵᏍᏔᏴᏗ ᎠᏙ.,The woods refused sustenance.,4
ᎠᏎᏃ ᎨᏍᏗ ᎭᏂ ᏍᎩᎾᎾ ᏱᏂᏓᎦᎵᏍᏔᏂ.,But they’re not going to be gained here.,8
”ᎨᎵᎠ ᎪᎱᏍᏗ ᎦᎵᏍᏗ ᎢᎯ ᏣᏤᎵ ᏏᏆ.,“I think there’s something wrong with that pig of yours.,10
"“ᎭᏓᏅᎦᎳ ᏃᎴ ᎭᎵᏍᏔᏴᎲᎦ ᏑᎾᎴ ᎠᎵᏍᏔᏴᏗ, ᎡᎳᏆᏗ!” ᎤᏛᏁ ᎤᏤ.","“Wash up and eat your breakfast, Avery!” said his mother.",10
"“ᏏᏲ,” ᎤᏛᎮ ᏩᎭᏯ.","Hello, said Wolf.",3
ᎣᏍᏓ ᎤᏰᎸᎮ ᎠᏤ ᎤᏁᎳᏗᏍᏗ.,He was pleased with his new home.,7
“ᎠᎳᏑᎶ ᎠᎩ?” ᎤᎾᏛᏁ ᎠᏂᏐ.,It's a shoe? said the others.,6
ᏣᏄᏏ!,Lurvy!,1
“ᎦᏙᏃ?” ᎤᏛᏛᏁ ᏫᎵᎻ.,“Why?” asked Wilbur.,3
ᎠᏯ ᎠᏇᏅᏒ.,But it is my country.,5
"”ᏱᏓᏆᏓᏟᏴᎭ, ᎦᏓᎭ ᏱᎾᏆᎵᏍᏔ,” ᎤᏛᏁ ᏫᎵᎻ.","“If I struggle I'll get dirty,” said Wilbur.",8
"“ᎭᏩ, ᎦᏓᎭᏗ ᏃᎴ ᎠᏎ ᏛᏓᏅᎦᎸᎯ.”","“Well, he's dirty, and he’s going to have a bath.”",10
ᎦᏙᏃ? ᏥᎪ ᏂᏨᎨᏳᏒᎾ ᎨᏒ ᎢᏳᏍᏗ? ᎤᏁᎳᏅᎯ ᎠᎠᏔᎭ.,Wherefore? because I love you not? God knoweth.,8
"ᏐᎣᏁᎳᏃ ᎢᏳᏟᎶᏛ ᎧᎳᏩᏗᏒ ᎨᏎᎢ, ᎠᎴ ᎬᏩᏛᏁᎢ.","And it was the third hour, and they crucified him.",10
ᏲᎾ ᎤᏤᏍᏙ ᏭᎩᎶᏫᏎ ᎧᏁᏌᎢ ᎦᏚᎢᏣ ᎤᏩᏁᎢ.,Fern jumped aboard and sat on top of the crate.,10
”ᎧᎪᏃ ᏂᎦᏓ?” ᎤᏛᏛᏁ ᎡᎶᏗ.,“Who’s ‘us’?” asked Mr. Arable.,5
ᏒᎦᎾᏲᎪ!”,"“Oh, dear!”",2
ᏗᏣᏓᏍᏆᏂᎪᏗᏳ ᎨᏎᏍᏗ ᎪᎱᏍᏗ ᏂᏗᏣᏓᏕᎵᏎᎲᎾ.,using hospitality one to another without murmuring:,7
ᎠᏎᏉ ᎫᏩᏲᎴ ᎠᎹᏰᎵ ᎤᎾᏕᏅ ᎠᏂᏳᏩᏁᎦ.,But she was shot down by the Americans nevertheless.,9
ᎠᏎᏃ ᏐᎵᎹᏅ ᎤᏁᏍᎨᎴᎢ.,But Solomon built him a house.,6
Ꮓ ᏣᎵ ᎤᎩᏒᏎ ᎤᎵᏍᏙᏗ.,Then Charlie went to fetch his armor.,7
ᎤᏍᏆᏂᎩᏓᏁᎴ ᎣᏍᏓᏓᏤᎵ.,"My cousin was very much surprised, of course.",8
ᎠᎩᏰᏗᏒ.,I laughed.,2
“ᏄᏂᏍᏆᏂᎩᏗ ᎠᏂᏧᏣ!,“What fantastic creatures boys are!,5
"ᎬᎨᏳ ᎡᏆ ᎠᏣᏗ. ᏫᏥ ᏩᏓᏬᏣ, ᏫᏥ ᏩᏓᏬᏣ…","I love you Bigfish. Swim on, swim on…",8
ᎨᏍᏗ ᎪᎰᏍᏗ ᎢᏥᏰᏍᏙᏗ ᏱᎩ.,Nothing to keep you awake fretting.,6
ᏗᏓᏥᎶᏍᏗᏍᎩ ᏚᏥᎶᏍᏔᏁ ᏫᎵᎻ.,A photographer took Wilbur’s picture.,5
ᏣᏓᏏᏂᏕᏍᏗ-- -ᏤᏍᏗ ᎲᏅᏤᎸ!,And take it easy—don’t rush him!,6
ᎤᏍᎦᎣᏅ ᎨᏎᎢ ᏫᎵᎻ.,Wilbur was desperate.,3
ᏑᎾᎴ ᎣᏏᏉ ᏂᏓᎦᎵᏍᏔᏂ.,Tomorrow will go fine.,4
ᎠᎴ ᎦᏙᏃ ᎤᎾᏰᎯᏍᏗ ᏂᎦᏛᎿᏕᎦ ᏂᎪᎯᎸᎢ?,Why do we also stand in jeopardy every hour?,9
ᏑᎾᎴ ᎤᏃᎴ ᎤᏛᎴᎮ ᎭᏫᏂ.,He breathed the morning air into his lungs.,8
ᏧᎾᏚᎪᏓᏁᎸᎯ ᎨᏐᎢ ᏅᏗᎦᎵᏍᏙᏗᏍᎪ ᏕᎤᏂᏲᏒ ᎢᎬᏱᏱ ᎤᏃᎯᏳᏅᎢ.,"having condemnation, because they have rejected their first pledge.",9
“ᎠᏯ ᎠᏆᏤᎵ ᎨᏎᏍᏗ ᏂᎬᏁᎰᏅ.,"“It’s something for me, for a change.”",7
"“Ꭳ, ᏤᏍᏗ ᏯᎦᏎᏍᏗᏍᎨᏍᏗ ᏂᎦᏛᏁᎲ,” ᎤᏛᏁ ᏌᎳᏓ.","“Oh, don’t pay any attention to me,” said Charlotte.",9
”ᏫᎵᎻ ᎪᏎᎰ ᏔᎵᏁ ᎠᏇᏥ.,“My little niece calls him Wilbur.,6
"“ᎩᎳᏈᏴ ᎩᏅᎪᎢ ᏏᏆ ᎤᏴᏍᏗ,” ᎤᏪᎷᏁ ᎪᏱᏁ.",“Come out of that pigpen immediately!” cried Mrs. Arable.,9
”ᎲᎦ ᎢᏯᏂ ᏌᏌ ᎠᏂᏓ?,“How many goslings are there?,5
"”ᎣᏍᏓ ᎤᏒᎯ, ᏫᎵᎻ!”","“Good night, Wilbur!”",3
ᎤᏁᎷᏁᎢ ᏌᏌ.,The geese cheered.,3
X. ᎠᎵᎪᏛᎾ,X. An Explosion,3
ᏥᎦᎵᎰ ᎢᏳᏍᏗ ᏄᏛᏁ.,It seemed to sleep.,4
ᎠᎴ ᎩᎶ ᎠᏴ ᎠᎩᎪᏩᏘᏍᎩ ᏅᏛᎩᏅᏏᏛ ᎠᎪᏩᏘᏍᎪᎢ.,And he that beholdeth me beholdeth him that sent me.,10
"ᎥᎥ, ᎪᎱᏍᏗ.","Yeah, something like that.",4
"”ᎤᏙᎯᏳᏗ,” ᎤᏛᏁ ᏣᏄᏏ.","“Of course it is,” replied Lurvy.",6
"”ᎨᏍᏗᏗ ᎣᏍᏓ ᎠᎫᎷᏤᏗ ᏯᏆᎵᏍᏕᎸᏙᏔᎾ,” ᎤᏛᏁ ᏌᏌ.","“Luck had nothing to do with this,” said the goose.",10
ᎾᏍᎩ ᎠᏂᎦᏗᏓ ᎦᎵ ᎠᏂᏴᏫᏯ.,Mostly full-bloods.,2
"“ᏣᏗᏍᏉ ᎠᏯ,” ᎤᏛᏁ ᏥᏍᏕᏥ, ᏕᎦᏅᏙᎬ ᏕᎦᏅᎦᎵᏍᎨᎢ.","“Neither will I,” said the rat, picking his teeth.",9
“ᎪᎱᏍᏗ ᏳᏰᎵᏛᎾ ᏂᎦ ᎾᎾᏛᎦ!”,“What a lot of fuss about nothing!”,7
ᏍᏓᏯ ᎢᏥᏟᏅᏨ ᏕᏣᏍᎩᏨ ᏗᏣᎵᎢ.,Sleep hard and dream of your sweethearts.,7
ᏥᏌᏃ ᏧᎨᏳᎯᏳᎨᏒᎩ ᎹᏗ ᎠᎴ ᎤᎸᎢ ᎠᎴ ᎳᏏᎳ.,"Now Jesus loved Martha, and her sister, and Lazarus.",9
ᏓᎩᏯᏪᎢᏍᏗᏍᎪ ᏓᎾᏦᏍᎬ.”,“Meetings bore me.,3
"“Ꮎ!” ᎤᏛᏁ, ᎤᎵᎮᎵᏍᏗ.","“There! he said, triumphantly.",4
ᎤᎵᎮᎵᏍᏗ ᏱᎩ.”,“It would be wonderful fun.”,5
ᎠᏂᏆᎵᏏ ᏚᎾᏘᏃ ᎮᎸ ᎾᏍᎩ ᏗᎨᏫᎢᏳᎵᏍᏔᏅᎯ.,They bring to the Pharisees him that aforetime was blind.,10
"ᏣᏗ ᎧᏅᏂᏍᎩ, ᏍᎩᎾᎾ ᎯᏗᎦᏔᎭ.","Not from the spider, we can rest assured of that.",10
ᏂᎦᏓ ᎠᏯ ᏕᎬᏆᎧᎾᏅ.,Everyone looked at me.,4
"Ꮟ ᏯᏍᏈᏙᎲᏍᎬᎾᏉ ᎦᏬᏂᏍᎬ, ᎦᏟᎮ ᏫᎵᎻ.","Before she finished the sentence, Wilbur was asleep.",8
"“Ꭵ, ᏍᎩ ᏄᏍᏗ,” ᎤᏬᎯᏳᏔᏁᎢ ᏌᎳᏓ.","“Yes, it is,” agreed Charlotte.",5
ᎠᏆᎦᏌᎴᏍᎩ ᏣᏉ ᎤᎵᎮᎵᏍᏗ ᎢᏯᏛᏁᏗ.,I am a glutton but not a merry-maker.,8
"“ᎧᏂᎩᏓ ᏓᏆᏙᎥ,” ᎤᏛᏁ ᎤᏟᏂᎩᏓ ᎤᏬᏂᎯᏍᏗ.","“No name,” he said in a big, hearty voice.",9
"“ᎠᏤ ᎧᏁᏍᎪ ᎦᏅᎪᎢ,” ᎤᏬᏒᎯᏌᏁᎢ ᎰᎻ.","“He lays in clean straw,” corrected Mr. Zuckerman.",8
ᎾᏍᎩᏍᎩᏂ Ꮎ ᎦᏳᎳ ᏥᏥᎭ ᏕᏥᏂᏴᏎᏍᏗ ᎬᏂ ᎢᏥᎷᏨᎭ.,"Nevertheless that which ye have, hold fast till I come.",10
ᎬᎨᏳ.,I love you.,3
ᎤᏰᏣ ᎢᎦ ᏒᎮᏱᏣ ᎨᏎᎢ.,When he woke it was late afternoon.,7
ᏃᏗ ᎦᏙ ᏭᏅᏥᎴᎢ,Then went falling to the ground,6
"ᏣᏲᎯᏍᏙᏗ ᏍᎩᏄᏍᏛ ᎭᏓᏅᏖᏍᎬ, ᏥᏲᏎᎸ.","You’ve got to quit thinking that way, I said.",9
ᎨᏍᏗ ᎪᎱᏍᏗ ᏰᎵᏍᎨ ᏫᎵᎻ.,Wilbur didn’t care.,3
"”ᏙᎢᏳᏍᏗ ᎭᏓᏅᏖᎭ, ᏌᎳᏓ?” ᎤᏛᏛᏁ.","“What are you thinking about, Charlotte?” he asked.",8
ᎠᏎᏃ ᎨᏍᏗ ᎣᏍᏓ ᏳᏰᎸᎮ ᏌᎳᏓ.,"Charlotte was not satisfied, however.",5
“ᎡᎳᏆᏗᏗ ᎠᏎ ᎣᏍᏓ ᎨᏐ.,“Avery is always fine.,4
ᎦᏆᏘ ᎠᏗᏆᎸᏕᏲ ᏓᏨᏍᏕ ᏃᏉ.,The Ferris wheel was lighted now.,6
"ᏍᏘᎬᏓ ᎣᏍᏓ ᎱᏓᏅᏖᎳ, ᏃᏉ ᎱᏬᏂᏎᎢ.","When he recovered from his emotion, he spoke again.",9
"“ᎾᎨ ᎤᏅᏏᏴ, ᎧᏁᏍᎪ ᎭᏫᏂᏣ ᎦᏟᎭ,” ᎤᏛᏁ ᏌᎳᏓ.","“He’s in that corner, under the straw, asleep,” said Charlotte.",10
ᎤᏓᎴᏨᏗ ᏍᎩᎾᎾ ᎠᏲᏟ---ᏧᏓᎴᏅᏓ ᎠᏓᏅᏖᏍᎪ.,She’s a rather queer child — full of notions.,9
Perry ᏚᏙᎥ.,His name was Perry.,4
ᏍᏈᏯ ᎪᎱᏍᏗ ᏂᎦᎵᏍᏗ ᎭᏂ ᎾᎥᏂ.”,Too much going on around here.”,6
ᎠᎬᏱᏣ ᎤᎵᏍᎫᏮ.,She tipped her head in the direction of forward.,9
ᏃᏗ ᎤᏍᏆᏔ ᎠᏯᏨᏗ ᎧᏴᏤᏂ ᎤᏩᏯᏨᏁ ᏫᎵᎻ.,Then he tied the medal around Wilbur’s neck.,8
ᏏᏓᏁᎸᎯ ᏲᎾ ᎤᏤᏍᏙ ᎤᏂᏯᎸᏎ.,The families had gone to look for Fern.,8
ᎤᎵᏍᎨᏛ ᏂᎦᎵᏍᏗᏍᎨ ᏐᏈᎵ ᏃᎴ ᏩᎦ ᏧᏂᏍᏆᏂᎪᏙᏗ ᎡᎳᏗᏣ.,This was an important event in the barn cellar.,9
ᎬᏂ ᎨᏣᏍᎦᎩ ᎨᏣᏍᎦᎩ ᏗᏣᎳᏏᏗᏱ ᎦᏍᎩᎶ ᏂᎦᏥᏴᏁᎸᎭ.,Till I make thine enemies the footstool of thy feet.,10
“ᎯᏃᎯᏯ ᎠᎬᏱ ᎤᎵᏬᎢᏍᏗ.,“Saved from an untimely death.,5
ᎨᏍᏗ ᎪᎱᏍᏗ ᏰᎵᏍᎨ ᏫᎵᎻ.,Wilbur didn’t care.,3
ᎨᏍᏗ ᏳᏍᏕᎵᏍᎨᎢ ᏥᏍᏕᏥ.,And the rat was failing him.,6
“ᎨᏍᏗ ᏱᎬᎪᏩᏘᎭ.,“I can’t see you.,4
"ᎠᏙᎯ ᏭᏂᎶᏎ, Ꮓ ᏗᏓᎾᏅ ᎢᏗᏣ.","Through the woods they traveled, and to the market.",9
”ᎠᏎᏉᏗ ᏂᏪᎠ.”,“You're kidding.”,2
"ᏆᎴᏗ ᎯᎠ ᏄᏪᏒᎩ; ᏥᎾᏋᏁᎸ ᏣᏉᏪᎳᏅ, ᎿᏉ ᎠᏎ ᎠᏉᏪᎳᏅ.","Pilate answered, What I have written I have written.",9
ᏌᎳᏓ ᎤᏣᏪᏐᎸᏍᏕᎢ ᏃᎴ ᏙᎵᏓᏍᏆ ᎤᏩᏯᎨᎢ.,Charlotte rested and ate a grasshopper.,6
ᏗᏂᏲᏟ ᏍᏓᏯ ᎤᏁᎷᏁ ᎠᏂᎸᏉᏗᏍᎬ.,The children in the grandstand screamed with appreciation.,8
"”ᎠᏯ,” ᎤᏛᏁ ᏌᎳᏓ.","“I am,” said Charlotte.",4
ᎢᏣᏓᏅᎡᎮᏍᏗ ᏂᎦᎥ ᏄᏓᎴᏒ ᎤᏲᎢ.,abstain from every form of evil.,6
ᎤᏙᎯᏳ ᏭᏲᎢᏴ ᏄᎵᏍᏔᏁᎮ.,This was certainly the worst day of his life.,9
“ᎦᏙᎢᏳᏍᏗ ᎮᎵᎠ ᏂᎯ?”,“What do you think you are?”,6
ᏧᏯᏪᎢᏍᏗ ᎢᎦ ᏒᎮᏱᏣ ᏄᎵᏍᏔᏁ.,This had been a tiring afternoon.,6
"ᏃᎴ ᏄᏪᏎ, ᏍᎩᎷᏥᏏ.","He said again, Come to me.",6
"ᎤᏴᏣ ᎠᎹ ᏚᏍᏚᏣ, ᎤᏰᏤ ᏫᎵᎻ.","Wilbur, feeling the cold water, came to.",7
"ᎾᎿ ᎾᏍᏉ ᎢᏣᏓᏑᏯ ᏂᎯ, ᏥᏌ ᎦᎶᏁᏛ ᎢᏥᏯᏅᏛ ᏥᎩ;","among whom are ye also, called to be Jesus Christ’s:",10
"ᏱᏭᎪᏌ ᎡᎾᎢ, ᎦᎵᏣᏙᏗ ᏂᎦᎵᏍᏗ ᎦᏙᎯ.","When organisms decompose, they make rich soil.",7
ᎤᎵᏍᏆᎸᏗᏴ ᎤᎾᏰᎯᏍᏗᏳ ᎤᏛᏁ ᏲᎾ.,"End-times are tricky things to deal with, Bear said.",9
ᏚᏍᎩᎾᏛ ᏚᏅᏓᏒ.,"He said, These goddamn fucking mountains.",6
ᎠᏎᏃ ᎨᏍᏗ ᏱᏧᏁᏣ.,There was no answer.,4
“ᏃᏉ!”,“Let’s go!”,2
ᏚᏯᏪᎬ ᏃᎴ ᏫᏍᎩ ᎤᏩᎭᏂᎴ ᎦᏣᏄᎸ.,"He was tired, and the whisky had hit him fast.",10
ᏧᎦᏃᏮ ᏗᏁᏏᏎᎢ.,"They were going south, you see.",6
"“Ꭳ,” ᎤᏛᏁ.","“Oh,” she whispered.",3
"ᎤᏂᏄᎪᏤᏃ, ᏭᎾᎵᏥᏙᏁ ᎾᏍᎩ ᏴᏫ ᎠᏎ ᏧᏂᏁᏟᏴᏍᏗ ᎨᏒ ᏚᎾᏓᏅᏛᎢ.","And they went out, and preached that men should repent.",10
”ᏙᎢᏳᏍᏗ ᎮᎵᎠ ᎤᏛᏁ ᏌᎳᏓ ᏣᎾᏕᎲᏍᎬ ᏌᏌ ᎠᏂᏓ?”,“Do you know what Charlotte said when the goslings hatched?”,10
ᎤᏩᏛᎮ ᏍᎩᎾ ᎠᏗᏍᎬ ᏙᏯ.,He found what Beaver was talking about.,7
"ᏂᎦᏓ ᏄᏓᎴᎯ ᏄᎵᏍᏔᏂᏙᎴ, ᎠᏎᏍᎪᏃ ᏍᎩᏳᎵᏍᏙᏗ ᎨᏎ?","Everything had gone wrong, but how could it not have?",10
ᏣᏄᏏ ᏂᎦᏓ ᎤᏬᏰᏂ ᎬᏗ ᏚᏲᎵᎴ.,Lurvy shook hands with everybody.,5
"“ᎤᏙᎯᏳᏗ ᏥᏂᏪᎠ,” ᎤᏛᏁ.","“Maybe you're right, he said gruffly.",6
"“Ꭳ, ᎣᏍᏓᏗ ᏤᏣᎧᏃᏗ.”","Oh, you look just fine to me.",7
ᏯᏆᏨᏉᏛᎾ ᏥᏃᎮ.,I’m not proud to report it.,6
ᎭᏛᎩᎠᏧ?,Can you hear me?,4
